"SERIES","Series","TIME","Time period","Value","Flag Codes","Flags"
"NLD-IMP-VOL-TOTAL","IMP-Total","1995-Q1","Q1-1995",70.29399756822,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1995-01","Jan-1995",65.7362820151683,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1995-02","Feb-1995",66.2621722712897,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1995-03","Mar-1995",78.883538418202,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1995-Q2","Q2-1995",71.871668336584,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1995-04","Apr-1995",68.3657332957751,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1995-05","May-1995",72.0469650886245,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1995-06","Jun-1995",75.2023066253526,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1995-Q3","Q3-1995",66.0868755192492,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1995-07","Jul-1995",64.1586112468043,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1995-08","Aug-1995",63.1068307345616,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1995-09","Sep-1995",70.9951845763818,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1995-Q4","Q4-1995",73.0987456008672,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1995-10","Oct-1995",72.5728553447458,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1995-11","Nov-1995",75.7281968814739,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1995-12","Dec-1995",70.9951845763818,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1996","1996",74.4134712411705,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1996-Q1","Q1-1996",73.1584258324924,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1996-01","Jan-1996",73.4106962663976,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1996-02","Feb-1996",69.9293642785066,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1996-03","Mar-1996",76.1352169525732,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1996-Q2","Q2-1996",73.4106962663976,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1996-04","Apr-1996",71.7457114026236,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1996-05","May-1996",74.3945509586276,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1996-06","Jun-1996",74.0918264379415,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1996-Q3","Q3-1996",71.6700302724521,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1996-07","Jul-1996",72.1241170534813,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1996-08","Aug-1996",66.2966700302725,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1996-09","Sep-1996",76.5893037336024,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1996-Q4","Q4-1996",79.4147325933401,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1996-10","Oct-1996",83.2492431886983,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1996-11","Nov-1996",78.1786074672048,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1996-12","Dec-1996",76.8163471241171,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1997","1997",80.7202320887992,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1997-Q1","Q1-1997",78.4561049445005,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1997-01","Jan-1997",79.0867810292634,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1997-02","Feb-1997",75.9081735620585,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1997-03","Mar-1997",80.3733602421796,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1997-Q2","Q2-1997",81.0544904137235,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1997-04","Apr-1997",82.1897073662967,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1997-05","May-1997",78.5570131180626,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1997-06","Jun-1997",82.4167507568113,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1997-Q3","Q3-1997",78.1281533804238,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1997-07","Jul-1997",79.2381432896065,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1997-08","Aug-1997",70.1564076690212,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1997-09","Sep-1997",84.9899091826438,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1997-Q4","Q4-1997",85.2421796165489,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1997-10","Oct-1997",89.3794147325933,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1997-11","Nov-1997",82.3410696266398,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1997-12","Dec-1997",84.0060544904137,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1998","1998",88.6352169525732,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1998-Q1","Q1-1998",86.27648839556,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1998-01","Jan-1998",81.962663975782,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1998-02","Feb-1998",83.0978809283552,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1998-03","Mar-1998",93.7689202825429,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1998-Q2","Q2-1998",86.4026236125126,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1998-04","Apr-1998",86.125126135217,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1998-05","May-1998",83.2492431886983,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1998-06","Jun-1998",89.8335015136226,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1998-Q3","Q3-1998",86.2008072653885,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1998-07","Jul-1998",87.7144298688194,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1998-08","Aug-1998",76.7406659939455,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1998-09","Sep-1998",94.1473259334006,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1998-Q4","Q4-1998",95.6609485368315,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1998-10","Oct-1998",95.9636730575177,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1998-11","Nov-1998",96.9475277497477,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1998-12","Dec-1998",94.0716448032291,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1999","1999",94.8347628657921,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1999-Q1","Q1-1999",96.6700302724521,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1999-01","Jan-1999",91.422805247225,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1999-02","Feb-1999",90.5146316851665,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1999-03","Mar-1999",108.072653884965,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1999-Q2","Q2-1999",94.904137235116,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1999-04","Apr-1999",94.8284561049445,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1999-05","May-1999",93.1634712411705,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1999-06","Jun-1999",96.7204843592331,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1999-Q3","Q3-1999",91.4732593340061,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1999-07","Jul-1999",89.3037336024218,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1999-08","Aug-1999",85.1412714429869,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1999-09","Sep-1999",99.9747729566095,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1999-Q4","Q4-1999",96.2916246215944,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1999-10","Oct-1999",93.9959636730575,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1999-11","Nov-1999",98.1584258324924,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1999-12","Dec-1999",96.7204843592331,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2000","2000",100,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2000-Q1","Q1-2000",100.782038345106,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2000-01","Jan-2000",93.7689202825429,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2000-02","Feb-2000",99.9747729566095,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2000-03","Mar-2000",108.602421796165,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2000-Q2","Q2-2000",99.8486377396569,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2000-04","Apr-2000",96.2663975782038,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2000-05","May-2000",104.288597376388,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2000-06","Jun-2000",98.9909182643794,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2000-Q3","Q3-2000",94.7780020181635,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2000-07","Jul-2000",92.3309788092836,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2000-08","Aug-2000",91.7255297679112,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2000-09","Sep-2000",100.277497477296,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2000-Q4","Q4-2000",104.591321897074,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2000-10","Oct-2000",107.542885973764,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2000-11","Nov-2000",105.045408678103,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2000-12","Dec-2000",101.185671039354,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2001","2001",100.498234106963,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2001-Q1","Q1-2001",105.449041372351,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2001-01","Jan-2001",106.937436932392,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2001-02","Feb-2001",99.7477295660949,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2001-03","Mar-2001",109.661957618567,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2001-Q2","Q2-2001",100.908173562059,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2001-04","Apr-2001",99.217961654894,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2001-05","May-2001",103.91019172553,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2001-06","Jun-2001",99.5963673057518,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2001-Q3","Q3-2001",94.6014127144299,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2001-07","Jul-2001",92.1796165489405,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2001-08","Aug-2001",93.7689202825429,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2001-09","Sep-2001",97.8557013118063,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2001-Q4","Q4-2001",101.034308779011,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2001-10","Oct-2001",107.315842583249,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2001-11","Nov-2001",104.137235116044,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2001-12","Dec-2001",91.6498486377397,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2002","2002",94.0022704339052,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2002-Q1","Q1-2002",93.13824419778,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2002-01","Jan-2002",95.8123107971746,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2002-02","Feb-2002",89.7578203834511,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2002-03","Mar-2002",93.8446014127144,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2002-Q2","Q2-2002",94.1977800201817,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2002-04","Apr-2002",93.6175580221998,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2002-05","May-2002",97.0988900100908,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2002-06","Jun-2002",91.8768920282543,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2002-Q3","Q3-2002",91.0443995963673,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2002-07","Jul-2002",90.5903128153381,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2002-08","Aug-2002",86.125126135217,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2002-09","Sep-2002",96.4177598385469,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2002-Q4","Q4-2002",97.6286579212916,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2002-10","Oct-2002",102.850655903128,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2002-11","Nov-2002",96.0393541876892,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2002-12","Dec-2002",93.9959636730575,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2003","2003",98.5431382441978,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2003-Q1","Q1-2003",97.6034308779011,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2003-01","Jan-2003",95.5852674066599,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2003-02","Feb-2003",94.2986881937437,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2003-03","Mar-2003",102.9263370333,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2003-Q2","Q2-2003",96.7204843592331,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2003-04","Apr-2003",96.6448032290616,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2003-05","May-2003",96.4934409687185,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2003-06","Jun-2003",97.0232088799193,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2003-Q3","Q3-2003",94.5509586276488,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2003-07","Jul-2003",96.6448032290616,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2003-08","Aug-2003",86.6548940464178,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2003-09","Sep-2003",100.353178607467,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2003-Q4","Q4-2003",105.297679112008,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2003-10","Oct-2003",109.056508577195,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2003-11","Nov-2003",101.94248234107,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2003-12","Dec-2003",104.89404641776,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2004","2004",106.836528758829,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2004-Q1","Q1-2004",105.196770938446,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2004-01","Jan-2004",100.201816347124,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2004-02","Feb-2004",100.277497477296,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2004-03","Mar-2004",115.110998990918,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2004-Q2","Q2-2004",105.852674066599,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2004-04","Apr-2004",106.331987891019,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2004-05","May-2004",101.261352169526,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2004-06","Jun-2004",109.964682139253,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2004-Q3","Q3-2004",104.263370332997,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2004-07","Jul-2004",104.742684157417,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2004-08","Aug-2004",99.7477295660949,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2004-09","Sep-2004",108.299697275479,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2004-Q4","Q4-2004",112.033299697275,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2004-10","Oct-2004",108.678102926337,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2004-11","Nov-2004",113.975782038345,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2004-12","Dec-2004",113.446014127144,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2005","2005",115.363269424823,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2005-Q1","Q1-2005",111.881937436932,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2005-01","Jan-2005",106.786074672048,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2005-02","Feb-2005",110.645812310797,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2005-03","Mar-2005",118.213925327952,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2005-Q2","Q2-2005",114.253279515641,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2005-04","Apr-2005",113.74873864783,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2005-05","May-2005",113.21897073663,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2005-06","Jun-2005",115.792129162462,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2005-Q3","Q3-2005",112.2351160444,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2005-07","Jul-2005",105.953582240161,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2005-08","Aug-2005",109.81331987891,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2005-09","Sep-2005",120.938446014127,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2005-Q4","Q4-2005",123.082744702321,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2005-10","Oct-2005",118.970736629667,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2005-11","Nov-2005",121.241170534813,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2005-12","Dec-2005",129.036326942482,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2006","2006",126.974016145308,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2006-Q1","Q1-2006",121.56912209889,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2006-01","Jan-2006",121.165489404642,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2006-02","Feb-2006",113.673057517659,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2006-03","Mar-2006",129.868819374369,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2006-Q2","Q2-2006",124.848637739657,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2006-04","Apr-2006",119.576185671039,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2006-05","May-2006",127.674066599395,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2006-06","Jun-2006",127.295660948537,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2006-Q3","Q3-2006",126.387487386478,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2006-07","Jul-2006",122.452068617558,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2006-08","Aug-2006",126.917255297679,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2006-09","Sep-2006",129.793138244198,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2006-Q4","Q4-2006",135.090817356206,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2006-10","Oct-2006",136.377396569122,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2006-11","Nov-2006",143.491422805247,,
"NLD-IMP-VOL-TOTAL","IMP-Total","2006-12","Dec-2006",125.403632694248,,
"FRA-EXP-PRI-TOTAL","EXP-Total","1999","1999",92.4903946908837,,
"FRA-EXP-PRI-TOTAL","EXP-Total","1999-Q1","Q1-1999",92.1061823262312,,
"FRA-EXP-PRI-TOTAL","EXP-Total","1999-01","Jan-1999",92.5253230876703,,
"FRA-EXP-PRI-TOTAL","EXP-Total","1999-02","Feb-1999",91.3726859937129,,
"FRA-EXP-PRI-TOTAL","EXP-Total","1999-03","Mar-1999",92.4205378973105,,
"FRA-EXP-PRI-TOTAL","EXP-Total","1999-Q2","Q2-1999",92.5951798812435,,
"FRA-EXP-PRI-TOTAL","EXP-Total","1999-04","Apr-1999",92.8396786587496,,
"FRA-EXP-PRI-TOTAL","EXP-Total","1999-05","May-1999",92.3157527069508,,
"FRA-EXP-PRI-TOTAL","EXP-Total","1999-06","Jun-1999",92.6301082780301,,
"FRA-EXP-PRI-TOTAL","EXP-Total","1999-Q3","Q3-1999",92.210967516591,,
"FRA-EXP-PRI-TOTAL","EXP-Total","1999-07","Jul-1999",92.5253230876703,,
"FRA-EXP-PRI-TOTAL","EXP-Total","1999-08","Aug-1999",92.0013971358715,,
"FRA-EXP-PRI-TOTAL","EXP-Total","1999-09","Sep-1999",92.1061823262312,,
"FRA-EXP-PRI-TOTAL","EXP-Total","1999-Q4","Q4-1999",93.0492490394691,,
"FRA-EXP-PRI-TOTAL","EXP-Total","1999-10","Oct-1999",92.8396786587496,,
"FRA-EXP-PRI-TOTAL","EXP-Total","1999-11","Nov-1999",92.7348934683898,,
"FRA-EXP-PRI-TOTAL","EXP-Total","1999-12","Dec-1999",93.5731749912679,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2000","2000",100,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2000-Q1","Q1-2000",97.799511002445,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2000-01","Jan-2000",97.4502270345791,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2000-02","Feb-2000",97.9741529863779,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2000-03","Mar-2000",97.9741529863779,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2000-Q2","Q2-2000",99.3363604610549,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2000-04","Apr-2000",98.4980789381767,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2000-05","May-2000",99.6507160321341,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2000-06","Jun-2000",99.8602864128537,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2000-Q3","Q3-2000",100.488997555012,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2000-07","Jul-2000",100.384212364652,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2000-08","Aug-2000",99.8602864128537,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2000-09","Sep-2000",101.222493887531,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2000-Q4","Q4-2000",102.375130981488,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2000-10","Oct-2000",102.375130981488,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2000-11","Nov-2000",102.270345791128,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2000-12","Dec-2000",102.479916171848,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2001","2001",102.663290254977,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2001-Q1","Q1-2001",102.410059378275,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2001-01","Jan-2001",101.851205029689,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2001-02","Feb-2001",102.375130981488,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2001-03","Mar-2001",103.003842123647,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2001-Q2","Q2-2001",102.829200139714,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2001-04","Apr-2001",102.270345791128,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2001-05","May-2001",102.479916171848,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2001-06","Jun-2001",103.737338456165,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2001-Q3","Q3-2001",103.003842123647,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2001-07","Jul-2001",103.422982885086,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2001-08","Aug-2001",103.318197694726,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2001-09","Sep-2001",102.270345791128,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2001-Q4","Q4-2001",102.410059378275,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2001-10","Oct-2001",101.851205029689,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2001-11","Nov-2001",103.108627314006,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2001-12","Dec-2001",102.270345791128,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2002","2002",102.392595179881,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2002-Q1","Q1-2002",102.654558155781,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2002-01","Jan-2002",102.479916171848,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2002-02","Feb-2002",102.689486552567,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2002-03","Mar-2002",102.794271742927,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2002-Q2","Q2-2002",103.213412504366,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2002-04","Apr-2002",102.899056933287,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2002-05","May-2002",103.318197694726,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2002-06","Jun-2002",103.422982885086,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2002-Q3","Q3-2002",102.270345791128,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2002-07","Jul-2002",102.479916171848,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2002-08","Aug-2002",102.060775410409,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2002-09","Sep-2002",102.270345791128,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2002-Q4","Q4-2002",101.43206426825,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2002-10","Oct-2002",101.53684945861,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2002-11","Nov-2002",101.64163464897,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2002-12","Dec-2002",101.117708697171,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2003","2003",102.314006287111,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2003-Q1","Q1-2003",102.444987775061,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2003-01","Jan-2003",102.165560600768,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2003-02","Feb-2003",102.375130981488,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2003-03","Mar-2003",102.794271742927,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2003-Q2","Q2-2003",101.781348236116,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2003-04","Apr-2003",102.689486552567,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2003-05","May-2003",101.32727907789,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2003-06","Jun-2003",101.32727907789,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2003-Q3","Q3-2003",102.549772965421,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2003-07","Jul-2003",102.165560600768,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2003-08","Aug-2003",102.899056933287,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2003-09","Sep-2003",102.584701362207,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2003-Q4","Q4-2003",102.479916171848,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2003-10","Oct-2003",102.689486552567,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2003-11","Nov-2003",102.375130981488,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2003-12","Dec-2003",102.375130981488,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2004","2004",103.056234718826,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2004-Q1","Q1-2004",101.921061823262,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2004-01","Jan-2004",101.851205029689,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2004-02","Feb-2004",102.060775410409,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2004-03","Mar-2004",101.851205029689,,
"FRA-EXP-PRI-TOTAL","EXP-Total","2004-Q2","Q2-2004",103.213412504366,,
